Entry	Cross-reference (Pfam)
A0A180H6K7	PF00969;
A0A0A7C4P2	PF00129;
A9Z192	PF00129;
D2D3I1	PF00969;
D3U6A4	PF00129;
P79558	PF00129;
A0A0N6W7M4	PF00969;
A0A0A7C4Y6	PF00129;
A0A0A7C718	PF00969;
A0A0A7C9V2	PF00969;
A0A0N7A742	PF00969;
E9PCA3	PF00001;PF13855;
A0N8P9	PF07686;
B7Z4L5	PF00096;PF13912;PF13465;
E0X067	PF00047;
A0A0A7C568	PF00969;
A0A0A7C6N9	PF00969;
B3KUB6	PF05902;PF08736;PF09380;PF00373;PF04382;
Q59GZ7	PF00658;PF00076;
A0A0H4LX68	PF07654;PF00129;
D3G9H5	PF00129;
D6R9F0	PF13855;
V9GZ46	PF00096;
A8K8K2	PF13516;
F6IQT4	PF07654;PF00129;
H0Y7B4	PF10513;
H0YAB3	PF12931;
H0YGN4	PF00069;
S5DTF8	PF07654;PF00129;
A3RM26	PF00969;
D6RCQ8	PF02878;
Q9H2N1	PF00361;
D5FHX2	PF00129;
D5G235	PF00129;
F6LPT1	PF02460;
A0A0K0K1J8	PF00211;
C5NU45	PF00969;
A0A024R7A9	PF00147;
A0AR24	PF03372;
Q4U0U6	PF00969;
A0A0R4J2F2	PF13903;
K7EL10	PF00069;
K7EP64	PF01352;
A0A193CHR3	PF07686;
B2RBM7	PF01399;
Q9GJ51	PF00129;
A0A0A0MSM8	PF02174;
A0A140T9V0	PF07654;PF00129;
A0A0S2Z478	PF00473;
A0A186VN80	PF00129;
A1L4E9	PF00096;PF13912;
A8MVE2	PF00047;PF13895;
A0A126LAW4	PF05613;
E3T0W2	PF00129;
F6IQI0	PF07654;PF00129;
F6KS22	PF00969;
E2GJN4	PF00969;
H0YET6	PF02516;
I1E497	PF00507;
O14861	PF00096;
M9PA09	PF00129;
M9P9Y6	PF00129;
Q2V4X9	PF01410;
A0A0X7YLC7	PF00969;
A0A140T8X0	PF07654;PF00129;
A0A0A7C4U8	PF00129;
A0A0A7C7E1	PF00129;
F8VZ95	PF11069;
Q6J4L1	PF07654;PF00129;
H7C0B3	PF06814;
K7P5G7	PF00129;
B3KNH6	PF00004;PF09336;
V5J9X4	PF00969;
A0A059QPV5	PF06455;PF00361;PF00662;
A0A0A0RD54	PF07654;PF00969;
D6REY3	PF15877;
A0A109NRG9	PF00969;
A0A110AX46	PF00047;
V9N3H4	PF00969;
A0A1C8DVN0	PF00129;
A1L182	PF03006;
C9WCX0	PF00129;
A0A0A7UX05	PF00129;
Q8NHL2	PF00047;
H7C2W9	PF01198;
Q30130	PF00969;
Q6ZTY7	PF08337;
O75588	PF01746;
H3BM19	PF16667;PF00595;
A5PKT7	PF07679;
J3KT51	PF17054;
Q29956	PF00969;
B3KU20	PF10469;
B4DPJ5	PF02023;
B4DWA6	PF01115;
D5L999	PF00129;
V9K2Q7	PF00499;
C9IZ32	PF00566;
E5RJJ5	PF01490;
G1EMM7	PF00129;
A0A0A7C894	PF00129;
E9PI73	PF08205;
A0A024RCV6	PF05192;PF05190;PF00488;
B7Z9U9	PF01088;
A0A0U1WN38	PF00047;
B3KS92	PF15927;
U5XMI1	PF07654;PF00129;
H0YAZ5	PF15552;
B4DPS7	PF14763;PF14762;PF14761;
J9PW12	PF00129;
I4IY68	PF07654;PF00129;PF06623;
B4DLH5	PF00168;PF12416;
A0A1B5BA04	PF00047;
C6K4I8	PF00129;
B3KRB1	PF07159;
F6U0H7	PF00129;
K7P5S2	PF00129;
M9PAK0	PF00129;
A0A0S4T1D0	PF07654;PF00129;PF06623;
Q5XLQ3	PF00397;
Q7L2M4	PF07810;
A0A0S4T3N9	PF07654;PF00129;PF06623;
E9NVH6	PF00969;
F1CT76	PF07654;PF00969;
C9JJ64	PF02463;
B4DGK9	PF00617;
B4DP77	PF00338;
B4DVK8	PF02535;
H9M4T1	PF06455;PF00361;PF00662;
A0A0K0KRQ6	PF00969;
D7NNZ5	PF00129;
A0A087X0I1	PF07989;
A0A0A7CAE0	PF00969;
E7ENR5	PF04427;
G1EPX7	PF00129;
A0A186VNA5	PF00129;
C8XTM7	PF00969;
C9J266	PF00622;
C9J8C2	PF12146;
E9PJE9	PF07686;
B7ZL06	PF13895;PF07686;
E9PS48	PF00329;
Q8TE39	PF00067;
Q24JU4	PF01399;
G9IBU5	PF07654;PF00129;
J3QRB6	PF00564;PF00069;
Q1W4D6	PF07654;PF00129;
U5IQI6	PF00129;
A0A0A0MTN6	PF14942;
A0A1B0GXI6	PF00995;
B4DH41	PF01437;
E7ERT7	PF00067;
M9PAE7	PF00129;
Q8IZX8	PF02178;
F2VNQ9	PF00129;
F2WFE3	PF06444;PF00361;
Q2QD20	PF07654;
A0A0A7C581	PF00969;
E0YUF2	PF00129;
H8WV67	PF00969;
A0A186VMU7	PF00129;
C9J4C2	PF02197;
F5H116	PF02171;
A0A024RDC1	PF15367;
A0A0A7C9M9	PF00129;
E9LXZ1	PF00129;
G1EP96	PF00129;
Q7Z509	PF05255;
Q96N31	PF10374;PF10373;
A0A0M3LBB3	PF00969;
B4DVC8	PF15250;
C9JQQ1	PF00071;
D5G248	PF00129;
F5H747	PF00240;
A0A0J9YY69	PF00048;
A0A0K2BMD8	PF00042;
A0A024R369	PF12020;
A0A0A7CAB6	PF00969;
G1EQ26	PF00129;
Q8N3F4	PF00291;
A0A0N7A469	PF00129;
A0A0N7HXV5	PF00969;
D0VE55	PF00969;
E0X606	PF00129;
H0YCF7	PF08598;
B2R7Y3	PF00297;
B4DR38	PF03188;
F4NBY5	PF07654;PF00129;
F5A552	PF00129;
F5H076	PF00083;
E0X9I6	PF00129;
E0YTG3	PF00129;
F4NBN6	PF00969;
F5H520	PF00055;
A0A059RU04	PF00146;
E3SWJ0	PF00129;
H0YAD3	PF15175;
H0YG71	PF04832;
Q5W0S5	PF00240;
E1Y7G0	PF07654;PF00129;
I6R709	PF00129;
U4PZJ2	PF08638;
B2R807	PF00083;
A0A087WU50	PF15662;
A0A087X128	PF07679;
Q59GJ2	PF07654;PF00129;PF06623;
A0A023I7N8	PF06455;PF00361;PF00662;
A0A186VN89	PF00129;
A8K1T6	PF05063;
Q50EW5	PF00969;
E2D5L8	PF00129;
E3UN97	PF07654;PF00129;PF06623;
H0YNH6	PF03665;
A0A0A7C8H9	PF00969;
D3YLL3	PF00969;
K9LDL6	PF00129;
D3U3K0	PF00129;
M0QYK3	PF00209;
A0A120GWD6	PF00969;
T2HLH6	PF06455;PF00361;PF00662;
B3KRZ6	PF02709;PF13733;
B3KYB1	PF00069;
B4DRH6	PF00725;PF02737;PF00378;
B4DXG0	PF03881;
Q96SE3	PF01593;
V5NVY5	PF00129;
A0AQX7	PF00969;
C5IZL9	PF00129;
D9UB05	PF07654;PF00129;PF06623;
M0QXB5	PF00753;
A3FEL9	PF00129;
D2DKU0	PF00129;
H3BQ49	PF13855;
O94800	PF00628;
Q8SP55	PF00129;
Q59F85	PF00342;
A4IF34	PF01019;
A0A0B4J2A3	PF05361;
D6ML58	PF00129;
D6RDL8	PF01094;
D7NNP3	PF00129;
Q3LAG4	PF07654;PF00969;
V5NQ91	PF00129;
G3D6K1	PF00129;
K7P5A8	PF00129;
Q7JGS8	PF00969;
U5YBC7	PF00129;
U5YCW3	PF00129;
A6XGM5	PF00096;
B3GDG8	PF00969;
B3KQL0	PF09649;
B4DKK1	PF00789;
B4E3W8	PF00787;
M5FMX3	PF00069;
Q9H9K9	PF00501;
A0A0H4LXD9	PF07654;PF00129;
D6RAT6	PF00620;
D7GM41	PF07654;PF00129;
D9U3H4	PF00129;
D9UB03	PF07654;PF00129;PF06623;
F8RHH1	PF00129;
F8SXX7	PF00129;
F8VP44	PF13325;
G1ENS6	PF00129;
A0A109NRD5	PF00129;
C0KJZ7	PF00129;
F2Z2K5	PF16034;
K7ESN3	PF03321;
Q6LEU7	PF13895;PF07686;
A0A0A1I7P2	PF07654;PF00969;
A0N0W8	PF00001;
F2VNK1	PF00129;
F2VPA0	PF00969;
F2WIH1	PF00146;
K7EJ37	PF08066;
A0PJ92	PF01798;PF08156;
E5DCP0	PF00129;
J3KR62	PF00096;PF13912;
K7EPR4	PF00928;PF01217;
O78215	PF00129;
K7EQA1	PF01984;
S5DN50	PF07654;PF00129;
B2NJ19	PF07654;PF00129;
B4DSC0	PF03810;
J3QQS7	PF05600;
J3QS96	PF00237;
A0A140VJJ3	PF12480;
B3KQK2	PF00270;PF00271;
C9J0H3	PF03803;
D5M8A1	PF00969;
H9BQ81	PF00129;
A0A1B0GUP6	PF06565;
E7EVM8	PF00067;
A0A0G4PYW8	PF07654;PF00969;
A0A024R5X7	PF07724;PF10431;
A0A0A7CA47	PF00969;
B7Z437	PF00769;PF09380;PF00373;
E9PC41	PF07679;
G1EP13	PF00129;
G1EQ04	PF00129;
G3V551	PF00995;
Q8IZD8	PF07686;
A0A0E3DCB3	PF00969;
A0A0E3DDG1	PF00969;
A0A141ZT09	PF00499;
A4Q970	PF00969;
A0A0X7YV79	PF00129;
A8K822	PF03344;
I6NVS8	PF00129;
J3QTA6	PF05300;
Q86SY9	PF04042;PF12213;
A0A1C8DWK7	PF00129;
Q6UJZ7	PF00129;
U5YBJ2	PF00129;
U5YF53	PF00129;
U5YU24	PF00096;
A0A059RKZ9	PF01059;PF00361;
A0A0J9YWW6	PF09769;
M4MGG1	PF00129;
Q0P6D9	PF00096;
A0A0K0KRM6	PF00969;
C0KZ88	PF07654;PF00129;
J9UMV1	PF00129;
M0R1M2	PF08205;
B2YG97	PF00129;
M0R096	PF15373;
Q32XH3	PF01775;
Q8N836	PF15788;
U5IT25	PF00969;
B4DE81	PF02263;PF00097;
F6IR29	PF07654;PF00129;
E7EPF8	PF00389;
L0BVW6	PF00969;
B3KWD9	PF05191;
Q5QR54	PF07654;
B2RE66	PF00096;PF13912;
F5H1T4	PF00757;PF14843;PF01030;
H8WV62	PF00969;
K7ES18	PF01352;
A0A0B7J2D2	PF07654;PF00969;
G0ZMF5	PF00129;
Q86T95	PF01852;
Q8IZ97	PF00076;
C5IZQ3	PF00129;
A0A0A7C4Q0	PF00969;
A0A0A7C5I3	PF00129;
E9PSB7	PF00566;
G3V4N6	PF08338;
Q9NZ87	PF00012;
X6RJP6	PF00402;PF00307;
Q8HNR3	PF00115;
A0A0S2IKY7	PF07654;PF00129;PF06623;
A0A0E3DDI6	PF00129;
A0A0G2R0P1	PF00129;
A0A141AZ95	PF00129;
A0A141AZF0	PF00129;
A0A0A0MQR5	PF00069;
A0A1B0GTT9	PF02931;PF02932;
Q38MU1	PF00129;
U5YEZ4	PF00129;
A0A0S4T3V2	PF07654;PF00129;PF06623;
H7C2L6	PF00953;
U5YET9	PF00129;
A8K6N7	PF10257;
A8KAD6	PF04677;PF04676;
F6KRM9	PF00129;
H0YGT6	PF13516;
I3L187	PF12799;PF13516;PF13855;PF00481;
A0A180H6Z2	PF00129;
E1Y7D2	PF07654;PF00129;
E2DH85	PF00129;
H0Y2L4	PF13639;
I6NVM0	PF00129;
I6XC90	PF11357;
Q99919	PF02836;
X5CH44	PF00032;PF00033;
C9JLI6	PF01667;
A0A090N8Z9	PF02201;
C9JVC3	PF00096;PF13912;
A0A0K0KR80	PF00129;
A0A0K0KRC0	PF00129;
A0A087WVC2	PF00531;
G3V2M8	PF00995;
B0AZT2	PF01186;
H6U5S5	PF00870;PF08563;
L0BVL4	PF00129;
L7QJG7	PF07654;PF00129;
R4RUH6	PF07654;PF00129;
A0A0K0KRV3	PF00969;
E0WN24	PF07654;PF00129;
G1ENG8	PF00129;
A0A0X7YKW7	PF00129;
A0A186VNA7	PF00129;
D2ECG1	PF07654;PF00969;
H0YC61	PF00494;
A0A140T927	PF05190;PF00488;
A0JKD1	PF07654;PF00129;
A8K2F9	PF08620;PF08621;
A8K724	PF00786;PF00069;
A8W2L5	PF16413;
H0YB88	PF13878;
I3L0N7	PF08312;
O02950	PF00129;
Q53GL4	PF00658;PF00076;
Q5SAV0	PF01059;PF00361;
Q5ZF01	PF00270;
U3RD07	PF07654;PF00129;
A0A0A7C9D8	PF00969;
A9Z1X1	PF00393;
V9H1D9	PF00042;
A5A8M7	PF07654;
B3KT25	PF00004;PF16193;PF12002;
D7NPB9	PF00129;
H0Y338	PF00169;
H9BYV2	PF00129;
B3KY01	PF01352;PF00096;
B4DJ85	PF08568;
B4E3U7	PF01370;
I6M535	PF00129;
B4DRY8	PF13271;
A0A0E3DC52	PF00129;
S4T6K6	PF00129;
A0A0A0PJS4	PF06455;PF00361;PF00662;
G9HWA3	PF00129;
A0A068B7P5	PF07654;PF00969;
B7ZVY3	PF05831;
D6RBH1	PF03388;
B2R7U4	PF01126;
F8R125	PF00129;
A0A0R4QEQ9	PF06455;PF00361;PF00662;
A0A158RUX1	PF07106;
A0A0A7C636	PF00969;
B0F9M7	PF00969;
K7QX44	PF00976;
Q0D2Q4	PF12090;
A0A0A7C612	PF00969;
A0A0A7C831	PF00129;
H3BRB1	PF00076;
D5FWC8	PF00129;
D6MKZ1	PF00129;
E7EQY3	PF13895;PF07686;
G5EM92	PF00969;
H7C380	PF11830;
Q7KYS4	PF00233;
A0A0K0KR28	PF00129;
A0A0N7A6K8	PF00129;
A6ZHR8	PF00146;
Q4ZG80	PF12053;
Q95379	PF07654;PF00969;
A0A059RNS8	PF06444;PF00361;
B4DGQ8	PF00621;
B4DV84	PF01399;PF08375;
D6MJF3	PF00129;
C9JAW3	PF01039;
D5G1Q9	PF00129;
G0ZMK8	PF00129;
A0A024RB08	PF07970;
B7Z6K6	PF07452;PF00093;
A0A1C3PHY6	PF07654;PF00129;PF06623;
B1AKT1	PF10263;
I3UI52	PF00129;
Q5VT36	PF01352;
A0A0J9YYF1	PF07686;
Q4VXZ2	PF04129;
D2D3H0	PF00969;
D3WYZ5	PF00361;
Q9H726	PF02376;
A0A059QLZ1	PF01059;PF00361;
F6KS23	PF00969;
I3L2B0	PF13236;PF15044;PF12807;
I3UI55	PF00129;
I4EPF6	PF07654;PF00969;
H0YDE6	PF01477;PF02759;
A0A0A7C7N8	PF00129;
A0A0A7C9H9	PF00969;
A1A584	PF06046;
A0A0E3DD31	PF00129;
D6RHW7	PF00069;
F8WCL7	PF04795;
F8WEM1	PF00788;
H3BNB2	PF06080;
Q8WYU7	PF01532;
A0A0X7YJ14	PF00129;
H3BUX1	PF06060;
Q861C4	PF00129;
A6YT92	PF07654;PF00129;
M4M9I6	PF00129;
Q4F6M7	PF00969;
Q5T0M2	PF01391;
Q9TPT9	PF00129;
U6EV26	PF07654;PF00129;
A0A087WU84	PF00001;
A0A0D3S2Q0	PF09164;
A0A1B0GW84	PF00233;
H7C541	PF03647;
J3QRR3	PF00004;
Q5NDC2	PF00129;
Q658Y5	PF16422;PF16423;PF01833;
Q96IF4	PF01391;
A0A087WZY0	PF15014;
A9QQ13	PF11945;
D7GNM3	PF07654;PF00129;
D7NQW4	PF00129;
M1KQ57	PF00129;
Q0Z7F5	PF00032;PF00033;
E3Q0X6	PF00129;
Q4GG68	PF06455;PF00361;PF00662;
B4DY72	PF00012;
V5NQD2	PF07654;PF00129;
A0A0E3DDS5	PF00969;
A0A158VVV8	PF07686;
A0A140VJX0	PF02803;PF00108;
C5IZU7	PF00129;
C6K4F9	PF00129;
D6PZZ1	PF00129;
D6RAF7	PF00400;
D6RF50	PF01424;
F8LFT3	PF07654;PF00969;
A2NYV1	PF07686;
D2DKY5	PF00129;
D3U431	PF00129;
M0R1P0	PF01352;
M0R333	PF08826;PF00069;
B4DNT6	PF03921;
H3BS70	PF00378;
X6RE28	PF00271;
A0A0S2Z415	PF00118;
A0A0S1Z1X8	PF07654;PF00129;PF06623;
B4DQV3	PF16622;PF13912;
B4DU53	PF02037;
B4YC62	PF00032;PF00033;
Q5T3I3	PF03853;
A0A126LB13	PF04559;
O78137	PF00129;
Q15ID2	PF06455;PF00361;PF00662;
A6NN40	PF08688;PF08687;
A7J1S3	PF00664;
M4N6L9	PF00129;
Q14403	PF00042;
Q58F16	PF05978;
E7BCL4	PF07654;PF00969;
F2VNF6	PF00129;
F2X5U6	PF00129;
M9P922	PF00129;
A0A0X1KG68	PF01909;PF03828;
L7Y4K8	PF07654;PF00129;
A0A0A7C6F1	PF00969;
A0A109NRH2	PF00969;
C0KJW0	PF00129;
C9J236	PF02636;
D6MLC5	PF00129;
J3KSA7	PF16564;
F6KRR3	PF00129;
A0A0A7C6Y9	PF00969;
A0A0A7CA26	PF00969;
G1ENG2	PF00129;
G3V372	PF05571;
G3V5R3	PF02731;
X6RDH7	PF00147;
A0A060VCX2	PF07654;PF00129;PF06623;
A0A0E3DC72	PF00129;
A0A0E3DCT9	PF00129;
A0A0E3DDV1	PF00969;
B3KM89	PF00626;PF08033;PF04815;PF04811;PF04810;
B4DK09	PF00335;
B4DQG8	PF05499;PF16282;
B4DZL8	PF09294;
A0A0U1RQN0	PF10174;
Q96H29	PF00810;
G5D7T4	PF00895;
B7Z593	PF03223;
C6K4I5	PF00129;
D6C6A9	PF00129;
F8RHG0	PF00129;
F8WBF0	PF00370;
G8I0M6	PF00245;
A0A0G2R1P1	PF00129;
A0A060VG20	PF00129;
A0A0A0MRY8	PF00069;
B4DPA4	PF00561;
D4HPL6	PF00129;
F2VNJ7	PF00129;
F2X649	PF00969;
F2XI64	PF07654;PF00969;
B2NJ14	PF07654;PF00129;
B3VL31	PF00042;
B4DPC6	PF00560;PF13855;
C9JDB4	PF12738;
C9JES9	PF09465;
A0A096LP44	PF00071;
G3C9Z3	PF00032;PF00033;
G3EBM7	PF00507;
Q5FBX4	PF00758;
X5CF60	PF00507;
A0A0A7C5X3	PF00969;
B3W6H0	PF17039;PF00852;
D5FZM3	PF00129;
D6MJI2	PF00129;
H0YGC7	PF00501;
H0YMD2	PF16006;
D7NNP5	PF00129;
D7NPM0	PF00129;
D7NQY7	PF00129;
I0BW41	PF00129;
M1F4D2	PF00129;
Q45FY0	PF07654;PF00969;
W0NTK5	PF00129;
B4DRG4	PF04420;
G1EQ84	PF00129;
I6M541	PF00129;
Q59EH4	PF01352;PF00096;PF13912;
S4TZL1	PF00129;
J7K1B3	PF00129;
J9PVP1	PF00129;
K4ULG7	PF00969;
S4TZL0	PF00129;
V5LLY4	PF00129;
A0A0A7C7B7	PF00969;
A2RRC9	PF00307;PF00612;PF00616;PF03836;
B9EIK3	PF15300;PF13519;
E9PJ90	PF08938;
Q6N0B2	PF01536;
A4F255	PF07654;PF07686;
E5RGV8	PF14950;
Q0E9Q9	PF00129;
Q59G73	PF01612;PF08066;
Q6PJQ0	PF00620;
A0A1B5B9Z9	PF00047;
H7BSQ4	PF06455;PF00361;PF00662;
A0A0A7CAL5	PF00969;
A0AUL9	PF12624;
E9LY31	PF00129;
E9PDB7	PF00328;
G4W3B8	PF00032;PF00033;
H0Y632	PF07647;
Q4JM62	PF13804;
A0A0K0KRI2	PF00129;
A0A0K0PYY5	PF00969;
C7FDU8	PF00129;
A0A140TA58	PF13885;
B7Z952	PF00307;
D6RD67	PF01039;
F8LFS2	PF07654;PF00969;
A0A059QFD5	PF00116;PF02790;
B2R6N9	PF03896;
C9JGM7	PF05783;
F6KS25	PF00969;
H0YDE0	PF03028;
I6NS81	PF00129;
Q50KD6	PF05296;
Q53RC5	PF00276;PF03939;
Q53SN3	PF04901;
D6RIS6	PF02878;
H0Y8Y6	PF00454;
H9SD96	PF00146;
H9QEG4	PF00507;
A0A1C8DTJ8	PF00129;
C9WEV9	PF00969;
A0A087WYX0	PF13895;PF07686;
H9RD47	PF00032;PF00033;
B9EG90	PF14370;PF01028;PF02919;
Q3LSM8	PF07654;PF00129;
A0A0A7C688	PF00129;
A5D905	PF01017;
D6ML09	PF00129;
J9PVN7	PF00129;
Q05C82	PF02063;
V9GWR6	PF03414;
B2RBE9	PF15279;
G5D804	PF01059;PF00361;
M0R082	PF01352;
M9P8Y8	PF00129;
Q29818	PF00969;
B2NIZ4	PF07654;PF00129;
B4DEE0	PF13499;
F1AZ42	PF06455;PF00361;PF00662;
N0A2Q8	PF00969;
A0A059RIA0	PF00499;
C7B3M4	PF06444;PF00361;
E2GJD7	PF00129;
F6IQW5	PF07654;PF00129;
G9LF33	PF00032;PF00033;
A0A1C9J6R5	PF07686;
K7ELY6	PF00645;
A0A087WU54	PF00171;
M1FXE6	PF00129;
U5YLY3	PF00969;
A0A0A7C9H6	PF00969;
C0KJW2	PF00129;
H7BYW5	PF00027;
H7C1I0	PF03151;
J7I2U3	PF07654;PF00129;
B6ECH3	PF07654;PF00129;
D6R9D1	PF10274;
A0A059RP32	PF00032;PF00033;
A0A075B6I7	PF07686;
F8W0A0	PF01842;
Q712V1	PF09358;
R4S813	PF00969;
H7C032	PF00685;
H9BYS0	PF00129;
U5YE88	PF00129;
A0A0N7A4Q5	PF00969;
A4UHR0	PF07842;
Q05D90	PF06427;
A0A186VNB0	PF00129;
A0A0N7G638	PF06455;PF00361;PF00662;
B4DND5	PF15936;
B4DPK7	PF00780;PF00069;
D5FZU7	PF00129;
B1A9K5	PF00129;
B7Z6F0	PF00083;
H0YI82	PF00628;
D1J6P9	PF07654;PF00129;
L7UY14	PF07654;PF00129;
M9P9M1	PF00129;
Q86WM2	PF00096;
Q8HG29	PF00499;
E7EPI9	PF08336;
F2X632	PF00129;
Q86VB0	PF10409;
A0A024R0P7	PF01352;PF00096;PF13912;
D3Y5Z0	PF00129;
H7BYY8	PF06732;
M9P8L4	PF00129;
A0A0A7C4E4	PF00129;
A0A0A7C6I4	PF00969;
A0A0A7C917	PF00969;
B7ZA57	PF03909;
G1ENJ2	PF00129;
H0Y8W7	PF00389;PF02826;
H7C0X2	PF12832;
F5H3P6	PF00487;
J7F8M9	PF00129;
A2N2X1	PF07686;
D2DL24	PF00129;
E5RI87	PF02225;PF13639;
H3BR89	PF16417;
M0QZP9	PF00153;
Q15933	PF00096;PF13465;
U5YCI5	PF00129;
B0LUU3	PF00969;
B2R848	PF03167;
B2RAQ8	PF00755;PF16484;
F5H5W1	PF10221;
A0A1C4HDM2	PF00129;
C9JUX7	PF00246;PF02244;
C9WEW6	PF00969;
L7XDT5	PF07654;PF00129;
Q860R7	PF00129;
Q9UQU1	PF00129;
T2FEC7	PF07654;PF00129;PF06623;
B4DF61	PF09334;
B4DQZ2	PF00145;
C9JN43	PF08336;
I3L0H5	PF01352;
I6NVN5	PF00129;
Q9NZ93	PF04969;
Q9TGM1	PF00507;
J7F8L5	PF00129;
Q9P0B2	PF03102;
E2D5T8	PF00129;
H0YJQ0	PF15676;
Q16411	PF00067;
S6CQA1	PF07654;PF00969;
A0A087WVH9	PF01352;PF00096;PF13912;
A0A087X0Y3	PF06758;
D7NR07	PF00129;
E5G0X8	PF00129;
H3BSW0	PF00560;PF13855;
H9P2Q4	PF06444;PF00361;
H9S739	PF06444;PF00361;
Q29859	PF00129;
R4L319	PF00129;
A0A0C4ZQY0	PF00047;
A5Z1V7	PF00129;
A6NEM2	PF01344;
I2B2Y9	PF00129;
I2E4T0	PF06003;
A4UIJ4	PF00129;
A4ZYI1	PF00146;
C9JA28	PF07074;
Q8NBU2	PF01352;PF00096;PF13912;
M4YUW7	PF00969;
O19635	PF00129;
Q0QER2	PF00180;
C9J4N6	PF00180;
C9JF06	PF15093;
A0A024R8I9	PF00061;
G0ZML6	PF00129;
G1ENR5	PF00129;
G1EQB6	PF00129;
G1EQL4	PF00129;
Q86WA0	PF00270;PF04408;PF00271;
W5RED9	PF00129;
H7BZD6	PF00535;
Q38MU7	PF00129;
Q70V31	PF03414;
J3KQP5	PF09379;
K7P5Q4	PF00129;
Q70CQ0	PF07654;PF00129;PF06623;
A0A024RCR2	PF01926;
A0A0A7C7Y9	PF00969;
A0A0C4DFX6	PF16414;PF02460;PF12349;
E0WBY6	PF00129;
E9PS82	PF10534;PF00536;
B7Z6E0	PF00076;
H0YKK1	PF07679;
D6RIZ4	PF07690;
F8LFX2	PF07654;PF00969;
F8WDE1	PF01108;
A0A0A7C6R6	PF00969;
G1ENQ5	PF00129;
G1EPI5	PF00129;
G3V401	PF14826;
F4YU42	PF00129;
F5GZI4	PF00069;
F5H5V7	PF00083;
C9K0K7	PF14572;PF13793;
H0YJZ5	PF12403;
Q508I8	PF05587;PF00092;
Q53GA9	PF00335;
Q9TQ84	PF00129;
S5TYK0	PF00969;
S6CPZ1	PF07654;PF00969;
A0A140T9R4	PF07654;PF00993;
A0A186VN06	PF00129;
B4DF23	PF05028;
F1CCR7	PF00129;
A0A087WZD3	PF00001;
D7P652	PF06455;PF00361;PF00662;
Q9NP10	PF00049;
A0A0A7C8F2	PF00129;
B7Z1F1	PF04113;
C9J2C4	PF00226;
A0A0A6YYG9	PF05856;PF03133;
C9JZG2	PF01071;PF02844;
K4JBH4	PF00129;
Q86XV6	PF13716;PF00620;
Q8N1I1	PF13402;
A0A0A7C5I6	PF00969;
A0A0A7C8V1	PF00969;
A9YLN5	PF07714;
Q6I688	PF07654;PF00129;
Q861G5	PF00969;
S5DHU0	PF07654;PF00129;
A0A0A7C463	PF00129;
A0A0A7CAZ3	PF00969;
H7BZ31	PF15250;
A0A0H4LZ14	PF00129;
B4DKC9	PF01044;
Q4G180	PF01352;PF00096;PF13912;
A0A0U1RR66	PF00749;PF04557;
A0A024RB09	PF00071;
B7Z3K3	PF01658;PF07994;
E0WBQ5	PF00129;
E0WN85	PF07654;PF00129;
Q27I50	PF00129;
Q96IZ3	PF01237;
Q96T98	PF00028;PF08266;
A0A0A0PND4	PF00361;PF00662;
B3KRE0	PF00035;PF16482;
B3KU45	PF00888;PF10557;
M0R2L4	PF01352;
Q59FG7	PF03344;
Q59H13	PF03372;
A0A141AZJ0	PF00969;
B6ECH6	PF07654;PF00129;
C5IZP2	PF00129;
C6KF02	PF07654;PF00129;
D6RDY1	PF13903;
D7NNX5	PF00129;
A0A068B433	PF00129;
D2DKG3	PF00129;
M9PNN7	PF00129;
B3CJC6	PF01056;
V9HW85	PF00162;
B4DSD1	PF00001;
F6IQZ5	PF07654;PF00129;
H3BM62	PF12414;
I3L0D0	PF00069;
I6NS86	PF00129;
R4GNE2	PF05640;
M4MEV6	PF00129;
Q6QWD6	PF00047;
D4HPC4	PF00129;
F2VNM6	PF00129;
H7C358	PF04130;
M0R3E8	PF00930;
A0A0J9YY72	PF15273;
J7K188	PF00129;
S0F3B8	PF00969;
A0A059RN26	PF06444;PF00361;
A2N2W9	PF07686;
A3KMG1	PF16159;
M0R0R9	PF05793;
Q8WUW2	PF01553;
B4E205	PF00626;PF08033;PF04815;PF04811;PF04810;
J3KSV9	PF06959;
K7EQT7	PF10239;
Q29735	PF00969;
Q8WYD8	PF00435;
Q9TQ66	PF00129;
B3KUZ9	PF12063;PF00069;
B4DWX2	PF00069;
C8XTP4	PF00129;
D5FHV6	PF00129;
D5G1Q5	PF00129;
H9BQ75	PF00129;
L0BVU6	PF00129;
Q5TBH6	PF01553;
A0A0K0KRF4	PF00129;
A0A0K1H1B1	PF00270;PF00271;
A0A0N9FHU3	PF00129;
A0A0N7A6K4	PF00969;
A0A0A7C5Y0	PF00129;
E9PNF5	PF02540;
A0A0E3DBZ1	PF00129;
A0A141AZB3	PF00129;
A0A141AZL8	PF00969;
A0A142J2B3	PF07654;PF00129;PF06623;
B0RZ68	PF00969;
B7Z6S8	PF01929;
H0YJF0	PF15324;
L0RH50	PF00129;
A0A0E3DC53	PF00129;
B2RCT5	PF00282;
A0A0A0MRJ4	PF00992;
A6MWD7	PF00969;
Q8WXB9	PF04704;
Q1EJP6	PF07654;PF00129;
Q30196	PF00129;
S4R3D8	PF01619;
A0A059QM57	PF01059;PF00361;
C9WES8	PF00129;
C9J487	PF01352;
B3KXG1	PF00625;
C9JAW0	PF00373;PF09379;
F8VSK4	PF00858;
